Date,item_nbr,daily_units,avg_temp
3/28/2014,5,493,55.23076923
3/29/2014,5,583,56.33333333
3/30/2014,5,866,59.41025641
3/31/2014,5,576,62.02564103
4/1/2014,5,1076,57.13888889
4/2/2014,5,686,62.97435897
4/3/2014,5,696,59.20454545
4/4/2014,5,478,52.61363636
4/5/2014,5,1073,52.95238095
4/6/2014,5,1181,52.47619048
4/7/2014,5,930,56.35714286
4/8/2014,5,778,57.0952381
4/9/2014,5,511,58.23809524
4/10/2014,5,558,65.19512195
4/11/2014,5,474,64.10526316
4/12/2014,5,609,68.27027027
4/13/2014,5,736,58.83783784
4/14/2014,5,514,48.88888889
4/15/2014,5,481,50.2972973
4/16/2014,5,477,51.18918919
4/17/2014,5,394,52.02631579
4/18/2014,5,669,57.75609756
4/19/2014,5,667,61.5
4/20/2014,5,721,60.84090909
4/21/2014,5,598,63.61363636
4/22/2014,5,501,65
4/23/2014,5,449,64.88636364
4/24/2014,5,515,63.11904762
4/25/2014,5,563,64.75609756
4/26/2014,5,542,68.57142857
4/27/2014,5,791,68.02631579
4/28/2014,5,669,65.24390244
4/29/2014,5,435,59.17073171
4/30/2014,5,566,56.70731707
5/1/2014,5,887,58.65116279
5/2/2014,5,678,59.46511628
5/3/2014,5,766,63.73170732
5/4/2014,5,595,67.83783784
5/5/2014,5,452,70.28571429
5/6/2014,5,499,69.65714286
5/7/2014,5,358,69.25714286
5/8/2014,5,359,66.90909091
5/9/2014,5,295,65.06896552
5/10/2014,5,513,69.67857143
5/11/2014,5,628,70.85714286
5/12/2014,5,863,64.16666667
5/13/2014,5,703,58.22222222
5/14/2014,5,413,59.80555556
5/15/2014,5,413,60.72222222
5/16/2014,5,508,61.43243243
5/17/2014,5,761,63.525
5/18/2014,5,750,66.1
5/19/2014,5,692,71.19047619
5/20/2014,5,532,72.88095238
5/21/2014,5,457,73.02564103
5/22/2014,5,419,73.05555556
5/23/2014,5,201,68.125
5/24/2014,5,202,70.125
5/25/2014,5,228,68.66666667
5/26/2014,5,293,70.625
5/27/2014,5,187,69.29166667
5/28/2014,5,286,68.48148148
5/29/2014,5,145,68.94736842
5/30/2014,5,277,69.56521739
5/31/2014,5,497,70.96296296
6/1/2014,5,789,73.22222222
6/2/2014,5,593,74.96296296
6/3/2014,5,406,76.20833333
6/4/2014,5,281,73.08333333
6/5/2014,5,290,71.66666667
6/6/2014,5,402,75.87878788
6/7/2014,5,580,74.06060606
6/8/2014,5,785,72.6969697
6/9/2014,5,353,71.9
6/10/2014,5,674,72.42424242
6/11/2014,5,407,72.2
6/12/2014,5,540,73.51428571
6/13/2014,5,505,73.48571429
6/14/2014,5,793,75.17647059
6/15/2014,5,517,75
6/16/2014,5,760,78.425
6/17/2014,5,556,81.12195122
6/18/2014,5,474,80.26829268
6/19/2014,5,556,76.425
6/20/2014,5,536,77.61111111
6/21/2014,5,609,77.91891892
6/22/2014,5,743,77.08333333
6/23/2014,5,616,75.02777778
6/24/2014,5,485,76.75
6/25/2014,5,445,78.52941176
6/26/2014,5,608,78.82857143
6/27/2014,5,593,79.51282051
6/28/2014,5,762,79
6/29/2014,5,682,81.8974359
6/30/2014,5,733,82.46341463
7/1/2014,5,974,79.57894737
7/2/2014,5,830,77.1
7/3/2014,5,856,76.9
7/4/2014,5,627,78.025
7/5/2014,5,1051,80.475
7/6/2014,5,646,81.51515152
7/7/2014,5,512,80.96
7/8/2014,5,231,78.57894737
7/9/2014,5,250,78.89473684
7/10/2014,5,237,77.10526316
7/11/2014,5,231,76.27777778
7/12/2014,5,301,74.875
7/13/2014,5,724,80.13043478
7/14/2014,5,401,79.375
7/15/2014,5,371,72.73076923
7/16/2014,5,390,71.72413793
7/17/2014,5,400,70.75862069
7/18/2014,5,308,72.16666667
7/19/2014,5,397,73.3125
7/20/2014,5,524,77
7/21/2014,5,674,80.36842105
7/22/2014,5,594,81.58974359
7/23/2014,5,522,80.94871795
7/24/2014,5,700,79.88095238
7/25/2014,5,711,82.29268293
7/26/2014,5,733,83.17073171
7/27/2014,5,465,83.30434783
7/28/2014,5,280,82.625
7/29/2014,5,246,80.875
7/30/2014,5,325,78.125
7/31/2014,5,263,78
8/1/2014,5,486,79.03846154
8/2/2014,5,438,77.42307692
8/3/2014,5,1062,77.45454545
8/4/2014,5,533,78.15789474
8/5/2014,5,690,78.86842105
8/6/2014,5,644,80.57894737
8/7/2014,5,492,80.05263158
8/8/2014,5,588,79.84210526
8/9/2014,5,640,80.05263158
8/10/2014,5,1097,81.03030303
8/11/2014,5,817,80
8/12/2014,5,612,77.22857143
8/13/2014,5,618,77.37142857
8/14/2014,5,489,78.20588235
8/15/2014,5,700,80.5
8/16/2014,5,671,82.75757576
8/17/2014,5,847,80.68421053
8/18/2014,5,756,81.09756098
8/19/2014,5,680,80.325
8/20/2014,5,617,81.65853659
8/21/2014,5,552,83.0952381
8/22/2014,5,606,82.76190476
8/23/2014,5,914,81.92857143
8/24/2014,5,823,82.34146341
8/25/2014,5,591,81.07142857
8/26/2014,5,598,82.02702703
8/27/2014,5,513,79.3255814
8/28/2014,5,407,77.79069767
8/29/2014,5,487,77.1627907
8/30/2014,5,523,78.02941176
8/31/2014,5,537,79.94117647
9/1/2014,5,792,81.02941176
9/2/2014,5,509,80.03125
9/3/2014,5,254,79.44
9/4/2014,5,183,74.10526316
9/5/2014,5,288,72.36842105
9/6/2014,5,482,71.67857143
9/7/2014,5,548,70.57142857
9/8/2014,5,344,72.85714286
9/9/2014,5,364,76
9/10/2014,5,616,74.4
9/11/2014,5,608,69.4047619
9/12/2014,5,591,63.1627907
9/13/2014,5,683,61.33333333
9/14/2014,5,827,67.02564103
9/15/2014,5,423,70.94444444
9/16/2014,5,353,71.16666667
9/17/2014,5,378,75.4
9/18/2014,5,403,73.17142857
9/19/2014,5,454,71.77142857
9/20/2014,5,433,72.71428571
9/21/2014,5,588,72.14285714
9/22/2014,5,566,69.33333333
9/23/2014,5,536,68.17948718
9/24/2014,5,478,68.39534884
9/25/2014,5,516,69.25
9/26/2014,5,352,70.45714286
9/27/2014,5,651,71.11428571
9/28/2014,5,717,70.8
9/29/2014,5,368,67.42307692
9/30/2014,5,306,65.53846154
10/1/2014,5,596,68.80769231
10/2/2014,5,409,64.19230769
10/3/2014,5,572,62.22857143
10/4/2014,5,556,61.54285714
10/5/2014,5,982,61.51428571
10/6/2014,5,793,65.11363636
10/7/2014,5,519,71.31428571
10/8/2014,5,378,70.9375
10/9/2014,5,382,68.375
10/10/2014,5,356,63.07692308
10/11/2014,5,440,60.92307692
10/12/2014,5,536,61.53846154
10/13/2014,5,290,62.70833333
10/14/2014,5,219,67.625
10/15/2014,5,297,66.18518519
10/16/2014,5,419,64.85185185
10/17/2014,5,648,64.78571429
10/18/2014,5,824,63
10/19/2014,5,723,61.88888889
10/20/2014,5,644,67.1025641
10/21/2014,5,484,67.87179487
10/22/2014,5,660,65.17948718
10/23/2014,5,461,64.8974359
10/24/2014,5,623,67
10/25/2014,5,777,68.64102564
10/26/2014,5,720,69.35897436
10/27/2014,5,630,66.61363636
10/28/2014,5,559,60.34090909
10/29/2014,5,540,60.20454545
10/30/2014,5,512,60.15909091
10/31/2014,5,511,52.25
